	0	1
0	1	ZHX1-C8orf76
1	2	ZWINT
2	3	ZNF767P
3	4	ZNF668
4	5	ZNF516
5	6	ZNF467
6	7	ZNF204P
7	8	ZFP36
8	9	ZBED3-AS1
9	10	ZBBX
10	11	XPO5
11	12	XPO4
12	13	WDR66
13	14	WDR49
14	15	WDR17
15	16	WDR12
16	17	VWA5A
17	18	VWA3B
18	19	VNN3
19	20	VNN2
20	21	VNN1
21	22	VAX2
22	23	UTP11
23	24	WDR86-AS1
24	25	USP5
25	26	USP19
26	27	UBE2C
27	28	TUBG1
28	29	TUBA4B
29	30	TTK
30	31	TTC29
31	32	TSGA10
32	33	TROAP
33	34	TRIM23
34	35	TRIM22
35	36	TRGV9
36	37	TRGC2
37	38	TPX2
38	39	TPPP3
39	40	TPBG
40	41	TOP2A
41	42	TOMM40
42	43	TNNT1
43	44	TNFAIP8L2-SCNM1
44	45	TMEM79
45	46	TMEM40
46	47	TMEM39B
47	48	TMEM232
48	49	TMEM183B
49	50	TMEM183A
50	51	TMC5
51	52	TM9SF4
52	53	TIMELESS
53	54	THBS3
54	55	TFPI
55	56	TENT5A
56	57	TEKT3
57	58	TEDC2
58	59	TCTN1
59	60	TCTEX1D1
60	61	TCF7
61	62	TBX19
62	63	TTC25
63	64	TACC3
64	65	TACC1
65	66	SYNGR3
66	67	SYNE1
67	68	SUB1
68	69	STMN1
69	70	STIL
70	71	SRD5A2
71	72	SQOR
72	73	SPDL1
73	74	SPAG8
74	75	SPAG6
75	76	SPAG5
76	77	SPACA9
77	78	SOX3
78	79	SOX12
79	80	SORBS2
80	81	SOCS2
81	82	SNRPF
82	83	SMAD6
83	84	SLC9C2
84	85	SLC6A8
85	86	SLC6A10PB
86	87	SLC6A10P
87	88	SLC5A6
88	89	SLC4A3
89	90	SLC48A1
90	91	SLC43A3
91	92	SLC40A1
92	93	SLC39A4
93	94	SLC35F6
94	95	SLC29A3
95	96	SLC27A2
96	97	SLC22A4
97	98	SLC19A1
98	99	SIX2
99	100	SIDT1
100	101	SHCBP1
101	102	SGIP1
102	103	SETDB1
103	104	SERPINB1
104	105	SERPINA6
105	106	SERPINA3
106	107	SELPLG
107	108	SCRIB
108	109	SCO2
109	110	SCNM1
110	111	SCN1A
111	112	SCIN
112	113	SAXO2
113	114	SATB1
114	115	SAT1
115	116	SAC3D1
116	117	RUSC1
117	118	RUNX1T1
118	119	RUBCN
119	120	RSRC1
120	121	RSPH10B2
121	122	RSPH10B
122	123	RRAD
123	124	RPL39L
124	125	RPL10
125	126	TARP
126	127	RNFT2
127	128	RNF181
128	129	RNASEH2A
129	130	RIPOR2
130	131	RHBDL2
131	132	RGS22
132	133	RFC4
133	134	REEP1
134	135	RECQL4
135	136	RBM15
136	137	RAE1
137	138	RAD54L
138	139	STX10
139	140	RAD51AP1
140	141	RAD51
141	142	RACGAP1
142	143	RAB36
143	144	PZP
144	145	PTTG1
145	146	PTGS2
146	147	PSRC1
147	148	PSMB2
148	149	PRSS8
149	150	PRMT1
150	151	PRELID1
151	152	PRC1
152	153	PRAME
153	154	PPFIA4
154	155	PPFIA1
155	156	POU2AF1
156	157	POLR2J
157	158	POLQ
158	159	POLE2
159	160	PMM2
160	161	PLXNA3
161	162	PLXNA1
162	163	PLCH1
163	164	PLAC8
164	165	PLA2G4C
165	166	PFKM
166	167	PFDN4
167	168	SNRPB
168	169	PFDN2
169	170	PEA15
170	171	PDSS1
171	172	PDLIM5
172	173	PDE8B
173	174	PCLAF
174	175	PCK2
175	176	PARPBP
176	177	PAMR1
177	178	PAK3
178	179	PAFAH1B3
179	180	PACRG
180	181	PABPC4
181	182	OSBPL2
182	183	ORC6
183	184	OR7E37P
184	185	OGN
185	186	OGDHL
186	187	NXF3
187	188	NUSAP1
188	189	NUF2
189	190	NUDT1
190	191	NSD2
191	192	NREP
192	193	NR2F6
193	194	NPM3
194	195	NMU
195	196	NME5
196	197	NINL
197	198	NFKBIZ
198	199	NDUFS5
199	200	NDUFAF5
200	201	NDNF
201	202	NDC80
202	203	NDC1
203	204	NCBP2
204	205	NCAPH
205	206	NCAPG
206	207	NBEA
207	208	NABP2
208	209	MYLK3
209	210	MYCL
210	211	MYBL2
211	212	MUC13
212	213	MSH3
213	214	MRPS15
214	215	MRPL47
215	216	MRPL30
216	217	MROH9
217	218	MRGBP
218	219	MOSPD3
219	220	MMP15
220	221	MLLT3
221	222	MLF2
222	223	MIR7112
223	224	MIR3917
224	225	MIR22HG
225	226	MIR22
226	227	MIR1178
227	228	MFAP2
228	229	MEST
229	230	MEOX1
230	231	MELK
231	232	MEGF11
232	233	MCM6
233	234	MCM4
234	235	MCM2
235	236	MBD3L1
236	237	MAST4
237	238	MARCKSL1
238	239	MAPK10
239	240	MAP3K19
240	241	MAN2A1
241	242	MAL
242	243	MAK
243	244	LZTS3
244	245	LXN
245	246	LTBP2
246	247	LRRC43
247	248	LRRC36
248	249	LPCAT1
249	250	LOC728196
250	251	LOC642846
251	252	LOC101928817
252	253	LOC101927151
253	254	LOC100996696
254	255	LOC100507387
255	256	LOC100288637
256	257	LITAF
257	258	LINC01091
258	259	LIMA1
259	260	LCP2
260	261	LAMA2
261	262	LAGE3
262	263	L1CAM
263	264	KRT8
264	265	KRT7
265	266	KLRC2
266	267	KLRC1
267	268	KLK8
268	269	KLK7
269	270	KLK6
270	271	KLHL6
271	272	KLF4
272	273	KLF2
273	274	KL
274	275	KIFC1
275	276	KIF5C
276	277	KIF2C
277	278	KIF23
278	279	KIF22
279	280	KIF20A
280	281	KIF18B
281	282	KIF15
282	283	KIF14
283	284	KIF11
284	285	KIAA0319
285	286	KCNG1
286	287	JPT1
287	288	ITPA
288	289	ITGAL
289	290	ITCH
290	291	IP6K2
291	292	IMP4
292	293	IL7
293	294	IL6ST
294	295	IL33
295	296	IL2RB
296	297	IL15RA
297	298	IFT88
298	299	IFT57
299	300	ICA1
300	301	HSPB8
301	302	HSPA4L
302	303	HRASLS
303	304	HOXA-AS2
304	305	HOMER3
305	306	HMMR
306	307	HJURP
307	308	HIST3H2A
308	309	HIPK1
309	310	HHATL
310	311	HGH1
311	312	HGF
312	313	HELLS
313	314	HAND2-AS1
314	315	GTSE1
315	316	GSTA3
316	317	GPR19
317	318	GPR137
318	319	GPI
319	320	GNGT1
320	321	GMPS
321	322	GLE1
322	323	GLDC
323	324	GK
324	325	GINS2
325	326	GINS1
326	327	GGH
327	328	G0S2
328	329	FSCN1
329	330	FOXRED1
330	331	FOXM1
331	332	FMO3
332	333	FLAD1
333	334	FKBP1A
334	335	FHOD3
335	336	FGF2
336	337	FBXL13
337	338	FANCI
338	339	FANCA
339	340	FAM189B
340	341	FAM185A
341	342	FAM162A
342	343	FAM153C
343	344	FAM153B
344	345	FAM153A
345	346	FAM149A
346	347	FAM13C
347	348	FADS2
348	349	FABP6
349	350	FABP5
350	351	F5
351	352	EZH2
352	353	EYA1
353	354	EXO1
354	355	ETS2
355	356	ESPL1
356	357	EPHB3
357	358	EPB41L3
358	359	EP300-AS1
359	360	ENPP2
360	361	EGR3
361	362	EGR1
362	363	EFNA4
363	364	EFHC2
364	365	EFHC1
365	366	EFCAB6
366	367	EFCAB1
367	368	E2F1
368	369	DZIP3
369	370	DUSP1
370	371	DTL
371	372	DTHD1
372	373	DRC3
373	374	DPYD
374	375	DPP3
375	376	DNMT3A
376	377	DNAJC11
377	378	DNAJB14
378	379	DNAI2
379	380	DNAI1
380	381	DNAH9
381	382	DNAH7
382	383	DNAH6
383	384	DNAH11
384	385	DNAAF1
385	386	DNA2
386	387	DMD
387	388	DLGAP5
388	389	DLEC1
389	390	DLC1
390	391	DIXDC1
391	392	DGAT1
392	393	DEPDC1
393	394	DDX39A
394	395	DDX12P
395	396	DDX11
396	397	DBN1
397	398	CYB5D1
398	399	CXorf57
399	400	CXCL2
400	401	CXCL12
401	402	CWH43
402	403	CTSS
403	404	CTGF
404	405	CSTF1
405	406	CRISP3
406	407	CRISP2
407	408	CRABP2
408	409	CPNE1
409	410	CPEB1
410	411	CORO2B
411	412	COL21A1
412	413	CNPY2
413	414	CNGA1
414	415	CLPB
415	416	CKS2
416	417	CIT
417	418	CIAO1
418	419	CHERP
419	420	CHEK2
420	421	CHCHD7
421	422	CFI
422	423	CFAP58
423	424	CFAP54
424	425	CFAP53
425	426	CFAP45
426	427	CFAP157
427	428	CEP55
428	429	CENPU
429	430	CENPN
430	431	CENPI
431	432	CENPF
432	433	CENPE
433	434	CENPA
434	435	CDKN2A
435	436	CDKN1A
436	437	CDK1
437	438	CDH6
438	439	CDCA8
439	440	CDCA4
440	441	CDCA3
441	442	CDC25C
442	443	CDC25A
443	444	CDC20
444	445	CD83
445	446	CD74
446	447	CD69
447	448	CCNE1
448	449	CCNB2
449	450	CCNB1
450	451	CCL4
451	452	CCDC81
452	453	CCDC69
453	454	CCDC33
454	455	CCDC3
455	456	CCDC198
456	457	CASP4
457	458	CAPN2
458	459	CAD
459	460	C6
460	461	C5AR1
461	462	C2orf50
462	463	C22orf23
463	464	C22orf15
464	465	C1orf35
465	466	C1orf216
466	467	C11orf88
467	468	BUB1B
468	469	BUB1
469	470	BST2
470	471	BRD9
471	472	BOP1
472	473	BOLA2B
473	474	BOLA2
474	475	BLM
475	476	BIRC5
476	477	BIRC3
477	478	BABAM1
478	479	AURKA
479	480	AUNIP
480	481	ATP2C2
481	482	ATAD2
482	483	ASPM
483	484	ASF1B
484	485	ARMC4
485	486	ARMC2
486	487	ARHGAP44
487	488	ARHGAP32
488	489	ARHGAP11B
489	490	ARHGAP10
490	491	ANXA13
491	492	ANLN
492	493	ANKFN1
493	494	ALG3
494	495	ALDH1A3
495	496	ALDH1A2
496	497	ALDH1A1
497	498	AKR1C3
498	499	AK7
499	500	AJUBA
500	501	AIP
501	502	AIF1L
502	503	AHI1
503	504	LOC101928635
504	505	AGR2
505	506	AGBL2
506	507	AFF1
507	508	ADRB2
508	509	ADH6
509	510	ADGB
510	511	ACTR2
511	512	ACSL5
512	513	ACKR4
513	514	ABR
514	515	ABCC1
515	516	ABCA8
516	517	ABCA13
