	0	1
0	1	MFSD4A
1	2	KIR3DL1
2	3	PRPF38A
3	4	ANKRD54
4	5	NAE1
5	6	MIR4762
6	7	ABHD14B
7	8	ZNF836
8	9	VAMP2
9	10	RSL1D1
10	11	PLRG1
11	12	ACBD3
12	13	PDGFD
13	14	ASRGL1
14	15	TRBJ2-6
15	16	BCAS2
16	17	XPA
17	18	CSTF1
18	19	LCMT2
19	20	NAP1L3
20	21	CLIC3
21	22	MRPS31
22	23	SRP72
23	24	GPR18
24	25	RBBP7
25	26	PLD4
26	27	BRCC3
27	28	AES
28	29	FAM86EP
29	30	ZNF184
30	31	TARS
31	32	SMC5
32	33	PDCD4
33	34	ZNF614
34	35	SIGLEC17P
35	36	HSP90AA1
36	37	INTS13
37	38	VEGFB
38	39	LRRC41
39	40	NIFK
40	41	LDHB
41	42	C1orf123
42	43	MRPL49
43	44	GRWD1
44	45	RBM34
45	46	SARS
46	47	TRBV6-6
47	48	MCM2
48	49	LMNB2
49	50	HTATSF1
50	51	FASTKD5
51	52	ARL1
52	53	MED1
53	54	POLR3K
54	55	CSTF3
55	56	ZNF574
56	57	EBAG9
57	58	TMEM209
58	59	RPF1
59	60	IRAK1BP1
60	61	TRIM4
61	62	EIF3G
62	63	ZNF440
63	64	ATP5PB
64	65	NFYB
65	66	RAI1
66	67	BRD3OS
67	68	ZNF275
68	69	UPF3B
69	70	PCDHGA12
70	71	PAICS
71	72	ZNF749
72	73	DNAJB11
73	74	TRAV2
74	75	GUF1
75	76	ZCCHC4
76	77	EXOSC6
77	78	ABCD2
78	79	KIF20B
79	80	ZNF383
80	81	BCL9
81	82	ZNF331
82	83	TOE1
83	84	ZNF284
84	85	FAM50B
85	86	SELENOM
86	87	PLEKHA8P1
87	88	TRDJ3
88	89	TRBV5-6
89	90	CASC20
90	91	PUS7L
91	92	RGPD3
92	93	IGHD3-9
93	94	SNRNP40
94	95	MRPL51
95	96	WDR43
96	97	PEBP1
97	98	ALKBH3
98	99	ABHD14A
99	100	NAA15
100	101	SYS1
101	102	EIF3D
102	103	API5
103	104	LTV1
104	105	N4BP2
105	106	CDC5L
106	107	TRBV7-8
107	108	TTC3
108	109	PHYH
109	110	SGCB
110	111	CDC23
111	112	WDR92
112	113	CCDC152
113	114	TRMT6
114	115	MAP7D3
115	116	ZBTB3
116	117	USP14
117	118	GPN1
118	119	DHDDS
119	120	GNPTAB
120	121	ADH5
121	122	CCT4
122	123	DBR1
123	124	FBXL12
124	125	CHML
125	126	MAP3K9
126	127	EXOSC2
127	128	NOP58
128	129	DBP
129	130	SUPT16H
130	131	SRFBP1
131	132	ZNF699
132	133	PSMC4
133	134	SHQ1
134	135	NAA30
135	136	PPP1R7
136	137	SNRNP27
137	138	SEC22A
138	139	RIOK2
139	140	TRBJ2-2
140	141	RFC3
141	142	GGA2
142	143	DIS3L
143	144	HSPA9
144	145	ZNF235
145	146	ERG28
146	147	MATR3
147	148	MRFAP1L1
148	149	ELK4
149	150	ZNF227
150	151	SSRP1
151	152	THOC6
152	153	GMEB1
153	154	CEP120
154	155	MTREX
155	156	GUSBP1
156	157	ZBTB9
157	158	ELAVL1
158	159	TP53RK
159	160	NDUFS5
160	161	LSG1
161	162	ZNF33B
162	163	UTP4
163	164	NOA1
164	165	KIF3A
165	166	RFC1
166	167	PIK3R1
167	168	IL2RB
168	169	SLC25A4
169	170	AK5
170	171	EPRS
171	172	NCL
172	173	NSRP1
173	174	PEX3
174	175	ZFP3
175	176	LZIC
176	177	PPP2R1A
177	178	SLC35B4
178	179	VPS11
179	180	FBXO31
180	181	KLHL20
181	182	GTF3C3
182	183	ZFP14
183	184	YTHDF2
184	185	MRPS31P5
185	186	UFSP2
186	187	ZNF829
187	188	PHB
188	189	PPP3CC
189	190	CWF19L2
190	191	STK39
191	192	TECR
192	193	MOCS2
193	194	ZBTB4
194	195	DNAJC21
195	196	RNMT
196	197	ZNF3
197	198	DDX20
198	199	UMPS
199	200	SIT1
200	201	NOP56
201	202	TRBV6-5
202	203	SCMH1
203	204	EIF4A3
204	205	TCTN3
205	206	PLEKHB1
206	207	DDX1
207	208	DRG1
208	209	CYP4V2
209	210	TRBV5-5
210	211	ZDHHC24
211	212	NFATC2
212	213	PRPF4
213	214	CDK2AP2
214	215	SDAD1
215	216	AQP12B
216	217	KHDRBS1
217	218	ZNF841
218	219	CLINT1
219	220	BAZ1B
220	221	TTC37
221	222	MPP5
222	223	TRAV6
223	224	CEP290
224	225	UTP15
225	226	CALR
226	227	CD6
227	228	SSB
228	229	DDX47
229	230	TIMM21
230	231	ZNF500
231	232	AGFG2
232	233	RUFY2
233	234	HNRNPM
234	235	NCALD
235	236	MPI
236	237	BCL7A
237	238	MRM2
238	239	STAP1
239	240	STARD4
240	241	ZNF594
241	242	SCAMP3
242	243	SIDT1
243	244	TMEM109
244	245	BIN1
245	246	LARP7
246	247	IBTK
247	248	RAB29
248	249	SMC4
249	250	SUV39H1
250	251	GORASP2
251	252	PPIB
252	253	DDX18
253	254	KAT5
254	255	MCM6
255	256	POLR3H
256	257	ZNF280C
257	258	ADAMTS9-AS2
258	259	TRAV4
259	260	UBIAD1
260	261	G3BP2
261	262	DET1
262	263	TRBJ2-5
263	264	TRAJ10
264	265	NAA35
265	266	ALG5
266	267	WDR3
267	268	RUVBL2
268	269	U2SURP
269	270	CDKAL1
270	271	NOP14
271	272	ILF3
272	273	ACACA
273	274	EXOSC10
274	275	ZNF75A
275	276	IGHV3-73
276	277	SPRTN
277	278	HNRNPR
278	279	CKAP2
279	280	ZNF607
280	281	FYTTD1
281	282	CHCHD7
282	283	ZNF45
283	284	GPATCH1
284	285	PTCD2
285	286	ZHX1
286	287	DDX54
287	288	PNO1
288	289	SRM
289	290	PCDHGB7
290	291	FAM69A
291	292	FTSJ1
292	293	TERF2
293	294	HACD3
294	295	CRLF3
295	296	PTCH1
296	297	CD3G
297	298	KLHL11
298	299	SERBP1
299	300	MDH2
300	301	MRPL58
301	302	NOLC1
302	303	PAAF1
303	304	ZNF260
304	305	TRBV20-1
305	306	ASTE1
306	307	SMC3
307	308	SF3A3
308	309	HSPH1
309	310	DYNC1I2
310	311	GTF2H3
311	312	COPS6
312	313	DPH6
313	314	POLR2M
314	315	SP4
315	316	GLYR1
316	317	MRPL42
317	318	TNFAIP8L1
318	319	EIF5B
319	320	FAIM
320	321	CYB5B
321	322	NARS
322	323	FTO
323	324	IPP
324	325	TAF5
325	326	AQR
326	327	PLPP1
327	328	GARS
328	329	PRMT9
329	330	NECAB1
330	331	METTL16
331	332	SEM1
332	333	LRPPRC
333	334	IMPDH2
334	335	SEC14L1P1
335	336	TDP1
336	337	ACLY
337	338	SLFN5
338	339	ABT1
339	340	TCEA1
340	341	DLAT
341	342	LOC389765
342	343	EIF3L
343	344	DLG1
344	345	POLR3B
345	346	THOC1
346	347	FARSA
347	348	KHSRP
348	349	NVL
349	350	RIOK1
350	351	TBC1D10A
351	352	TRAV10
352	353	MAGED1
353	354	TXNDC12
354	355	PCED1B-AS1
355	356	ZMYND11
356	357	BCL7C
357	358	FXN
358	359	TP53
359	360	POLR1B
360	361	FAF2
361	362	NDRG2
362	363	MIR451A
363	364	HSP90B1
364	365	SNX25
365	366	NDUFA9
366	367	MAGOHB
367	368	TRBJ2-3
368	369	FADS2
369	370	ANXA6
370	371	DNAJA3
371	372	CFAP298
372	373	DDX46
373	374	URB1
374	375	SIGIRR
375	376	VEZT
376	377	SEPT1
377	378	ZNF91
378	379	STARD7
379	380	AAR2
380	381	PRPF19
381	382	ZNF136
382	383	TULP4
383	384	MAP4
384	385	MED6
385	386	CPSF4
386	387	SULT6B1
387	388	UTP20
388	389	FANCF
389	390	ARHGEF3
390	391	ZW10
391	392	PRPS1
392	393	CCDC43
393	394	RAP1GDS1
394	395	IARS
395	396	AARS
396	397	TCTN2
397	398	ZNF43
398	399	PPP6C
399	400	MTF2
400	401	HSPA4
401	402	EHMT2
402	403	ZNF346
403	404	PARP1
404	405	RBM45
405	406	RXFP2
406	407	SMARCA5
407	408	DDX21
408	409	IL21R
409	410	NELFA
410	411	PRPS2
411	412	TAF1B
412	413	SWAP70
413	414	HSPA8
414	415	CAPRIN1
415	416	PPP1R16B
416	417	ICK
417	418	STAT4
418	419	BCKDHB
419	420	CD5
420	421	DDX56
421	422	ZNF256
422	423	ZNF548
423	424	TPTE2P3
424	425	UTP25
425	426	METTL2A
426	427	ALKBH8
